Localidade,Provincia,Nivel,Tipo,Familia ou rama,Estudo,Centro ou sede,Universidade,Campus,Prazas,Fonte
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Dereito Transnacional da Empresa e das Tecnoloxías Dixitais,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Desenvolvemento Económico e Innovación (3ª ed),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Dirección de Actividades Educativas na Natureza,USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Dirección de Empresas (2ª ed),USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Dirección de Empresas (2ª ed),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Dirección e Xestión Contable e Financeira,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Economía,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Economía Circular,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Estudos Internacionais,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Goberno Local e Políticas Públicas Innovadoras,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Igualdade, Xénero e Educación",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Investigación e Innovación en Didácticas Específicas para Educación Infantil e Primaria,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Investigación en Educación, Diversidade Cultural e Desenvolvemento Comunitario",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Planificación e Xestión Territorial,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Procesos de Formación,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Ciencias Experimentais, Matemáticas, Tecnoloxía e Informática",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Ciencias Experimentais, Matemáticas, Tecnoloxía e Informática",USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Ciencias Sociais e Humanidades",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade en Artes",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Formación Profesional: Sector Primario e Secundario",USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Formación Profesional: Sector Servizos",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Linguas e Literaturas",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Linguas e Literaturas Estranxeiras",USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Orientación Educativa (2ª edición)",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Psicoloxía,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Psicoloxía do Traballo e as Organizacións e Psicoloxía Xurídica-Forense,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Tecnoloxías en Márketing e Comunicación Política,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Turismo Urbano e Xestión de Empresas Turísticas,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Xestión e Dirección Laboral,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Xornalismo e Comunicación Multimedia,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Computación de Altas Prestacións (presencial),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Computación de Altas Prestacións (virtual),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Desafíos das Cidades,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Dirección de Proxectos (2ª edición),USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Enxeñaría Agronómica (2ª edición),USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Enxeñaría Ambiental (3ª ed),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Enxeñaría de Montes (2ª edición),USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Enxeñaría Química e Bioprocesos (2ª edición),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Intelixencia Artificial,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Internet das Cousas - IoT,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Matemática Industrial,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Planificación e Xestión Territorial,USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Sistemas Aéreos non Tripulados,USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Tecnoloxías de Análise de Datos Masivos: Big Data,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Visión por Computador (Computer Vision),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Enxeñaría e Arquitectura,Máster Universitario en Xestión Sostible da Auga,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
A Coruña,A Coruña,Máster,master,Artes e Humanidades,Enseñanza de Español como Lengua Extranjera o Segunda Lengua,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Artes e Humanidades,Estudios Ingleses Avanzados y sus Aplicaciones,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Artes e Humanidades,Lingüística Aplicada,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Artes e Humanidades,"Literatura, Cultura y Diversidad",UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Artes e Humanidades,Patrimonio Cultural Digital,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
Ferrol,A Coruña,Máster,master,Artes e Humanidades,Arqueología y Ciencias de la Antigüedad,UDC - Campus de Ferrol,Universidade da Coruña,Campus de Ferrol,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
Ferrol,A Coruña,Máster,master,Artes e Humanidades,"Estudios Avanzados en Museos, Archivos y Bibliotecas",UDC - Campus de Ferrol,Universidade da Coruña,Campus de Ferrol,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,Acuicultura,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,"Biodiversidad Terrestre: caracterización, conservación y gestión",UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,Biofabricación,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,Biología Marina,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,"Biología Molecular, Celular y Genética",UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,Biotecnología Avanzada,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,Ciencia y Tecnologías de Información Cuántica,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,"Ciencias, Tecnologías y Gestión Ambiental",UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,Investigación Química y Química Industrial,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
A Coruña,A Coruña,Máster,master,Ciencias,Técnicas Estadísticas,UDC - Campus de A Coruña,Universidade da Coruña,Campus de A Coruña,,https://www.udc.es/es/futuros_estudantes/masteres/masteres/
