Localidade,Provincia,Nivel,Tipo,Familia ou rama,Estudo,Centro ou sede,Universidade,Campus,Prazas,Fonte
Redondela,Pontevedra,Grao Medio,fpgm,Sanidade,Farmacia e parafarmacia,IES de Chapela,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Superior,fpgs,Sanidade,Documentación e administración sanitarias,IES de Chapela,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Educación infantil,IES de Chapela,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Mediación comunicativa (quenda de tarde),IES de Chapela,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,IES Pedro Floriani,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Básico,fpb,Informática e comunicacións,Informática de oficina,IES Pedro Floriani,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións de telecomunicacións,IES Pedro Floriani,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,IES Pedro Floriani,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,IES Pedro Floriani,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Básico,fpb,Transporte e mantemento de vehículos,Mantemento de vehículos,CPR Plurilingüe Vigo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Básico,fpb,Comercio e márketing,Servizos comerciais,CPR Plurilingüe Vigo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,CPR Plurilingüe Vigo,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,CPR Plurilingüe Vigo,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,CPR Plurilingüe Vigo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Salvaterra de Miño,Pontevedra,Grao Básico,fpb,"Téxtil, confección e pel",Arranxos e reparación de artigos téxtiles e de pel,IES de Salvaterra de Miño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Salvaterra de Miño,Pontevedra,Grao Básico,fpb,"Madeira, moble e cortiza",Carpintaría e moble,IES de Salvaterra de Miño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Salvaterra de Miño,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,IES de Salvaterra de Miño,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,Grao Básico,fpb,Hostalaría e turismo,Cociña e restauración,IES de Vilalonga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,Grao Básico,fpb,Transporte e mantemento de vehículos,Mantemento de vehículos,IES de Vilalonga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,Grao Básico,fpb,Administración e xestión,Servizos administrativos,IES de Vilalonga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,IES de Vilalonga,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,IES de Vilalonga,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,IES de Vilalonga,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Silleda,Pontevedra,Grao Básico,fpb,Comercio e márketing,Servizos comerciais,IES Plurilingüe Pintor Colmeiro,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Silleda,Pontevedra,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,IES Plurilingüe Pintor Colmeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Silleda,Pontevedra,Grao Medio,fpgm,Actividades físicas e deportivas,Guía no medio natural e de tempo libre,IES Plurilingüe Pintor Colmeiro,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Tomiño,Pontevedra,Grao Básico,fpb,Agraria,Agroxardinaría e composicións florais,IES Antón Alonso Ríos,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Tomiño,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,IES Antón Alonso Ríos,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Tomiño,Pontevedra,Grao Medio,fpgm,Agraria,Aproveitamento e conservación do medio natural,IES Antón Alonso Ríos,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Tomiño,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións de telecomunicacións,IES Antón Alonso Ríos,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Tui,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,IES Indalecio Pérez Tizón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Tui,Pontevedra,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,IES Indalecio Pérez Tizón,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Tui,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,IES Indalecio Pérez Tizón,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Tui,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Márketing e publicidade,IES Indalecio Pérez Tizón,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Valga,Pontevedra,Grao Básico,fpb,Agraria,Agroxardinaría e composicións florais,IES Plurilingüe de Valga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Valga,Pontevedra,Grao Básico,fpb,Fabricación mecánica,Fabricación e montaxe,IES Plurilingüe de Valga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Valga,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,IES Plurilingüe de Valga,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Valga,Pontevedra,Grao Superior,fpgs,Instalación e mantemento,Dixitalización do mantemento industrial,IES Plurilingüe de Valga,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Imaxe e son,Vídeo disc-jockey e son,CIFP Audiovisual de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Imaxe e son,Vídeo disc-jockey e son (quenda de tarde),CIFP Audiovisual de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,"Animacións 3D, xogos e contornos interactivos",CIFP Audiovisual de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,Audiodescrición e subtitulación,CIFP Audiovisual de Vigo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,"Iluminación, captación e tratamento de imaxe",CIFP Audiovisual de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,Produción de audiovisuais e espectáculos,CIFP Audiovisual de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,Realización de proxectos audiovisuais e espectáculos,CIFP Audiovisual de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,Son para audiovisuais e espectáculos,CIFP Audiovisual de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Hostalaría e turismo,Cociña e restauración,CIFP Manuel Antonio,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,"Téxtil, confección e pel",Tapizaría e cortinaxe,CIFP Manuel Antonio,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Hostalaría e turismo,Cociña e gastronomía,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Hostalaría e turismo,Cociña e gastronomía (quenda de tarde),CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,"Téxtil, confección e pel",Confección e moda,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Química,Operacións de laboratorio,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Hostalaría e turismo,Panadaría e bolaría artesanais,CIFP Manuel Antonio,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Industrias alimentarias,"Panadaría, repostaría e confeitaría",CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Industrias alimentarias,"Panadaría, repostaría e confeitaría (quenda de tarde)",CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Hostalaría e turismo,Servizos en restauración,CIFP Manuel Antonio,,,25,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Anatomía patolóxica e citodiagnóstico,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Audioloxía protésica,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Hostalaría e turismo,Axencias de viaxes e xestión de eventos,CIFP Manuel Antonio,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Hostalaría e turismo,Dirección de cociña,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Hostalaría e turismo,Dirección de servizos de restauración,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Hostalaría e turismo,"Guía, información e asistencia turísticas",CIFP Manuel Antonio,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Hixiene bucodental,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Hixiene bucodental (quenda de tarde),CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Laboratorio clínico e biomédico,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Química,Laboratorio de análise e de control de calidade,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,"Téxtil, confección e pel",Patronaxe e moda,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Próteses dentais,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Seguridade e medio ambiente,Química e saúde ambiental,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Química,Química industrial,CIFP Manuel Antonio,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Hostalaría e turismo,Xestión de aloxamentos turísticos,CIFP Manuel Antonio,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Transporte e mantemento de vehículos,Mantemento de vehículos,CIFP Valentín Paz Andrade,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,"Madeira, moble e cortiza",Carpintaría e moble,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Transporte e mantemento de vehículos,Carrozaría,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Instalación e mantemento,Instalacións frigoríficas e de climatización,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Transporte e mantemento de vehículos,Aeronaves pilotadas de forma remota-Drons,CIFP Valentín Paz Andrade,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Enerxía e auga,Auditoría enerxética,CIFP Valentín Paz Andrade,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Transporte e mantemento de vehículos,Automoción,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Fabricación mecánica,Construcións metálicas,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,"Madeira, moble e cortiza",Deseño e amoblamento,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Fabricación mecánica,Deseño en fabricación mecánica,CIFP Valentín Paz Andrade,,,25,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Enerxía e auga,Eficiencia enerxética e enerxía solar térmica,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Enerxía e auga,Enerxías renovables,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Fabricación mecánica,Fabricación aditiva,CIFP Valentín Paz Andrade,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Transporte e mantemento de vehículos,Inspección técnica e peritaxe de sinistros en vehículos,CIFP Valentín Paz Andrade,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Instalación e mantemento,Mantemento de instalacións térmicas e de fluídos,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Fabricación mecánica,Programación da produción en moldeamento de metais e polímeros,CIFP Valentín Paz Andrade,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Comercio e márketing,Servizos comerciais,IES A Guía,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,IES A Guía,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Actividades físicas e deportivas,Acondicionamento físico,IES A Guía,,,60,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Comercio internacional,IES A Guía,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Márketing e publicidade (quenda de tarde),IES A Guía,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Transporte e loxística,IES A Guía,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Xestión de vendas e espazos comerciais,IES A Guía,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Informática e comunicacións,Informática de oficina,IES de Teis,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Imaxe persoal,Peiteado e estética,IES de Teis,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Imaxe persoal,Estética e beleza,IES de Teis,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Imaxe persoal,Peiteado e cosmética capilar,IES de Teis,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,IES de Teis,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes (quenda de tarde),IES de Teis,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Administración de sistemas informáticos en rede,IES de Teis,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe persoal,Asesoría de imaxe persoal e corporativa (quenda de tarde),IES de Teis,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe persoal,Caracterización e maquillaxe profesional (quenda de tarde),IES de Teis,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Ciberseguridade en contornos das tecnoloxías da información,IES de Teis,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións en linguaxe Python,IES de Teis,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións multiplataforma,IES de Teis,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións web,IES de Teis,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe persoal,Estética integral e benestar,IES de Teis,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe persoal,Estilismo e dirección de peiteado,IES de Teis,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Intelixencia artificial e big data,IES de Teis,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,IES Politécnico de Vigo,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,IES Politécnico de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Instalación e mantemento,Mantemento electromecánico,IES Politécnico de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Mecanizado,IES Politécnico de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Automatización e robótica industrial,IES Politécnico de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Instalación e mantemento,Fabricación intelixente,IES Politécnico de Vigo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Instalación e mantemento,Mecatrónica industrial,IES Politécnico de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Seguridade e medio ambiente,Prevención en riscos profesionais,IES Politécnico de Vigo,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Fabricación mecánica,Programación da produción en fabricación mecánica,IES Politécnico de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Edificación e obra civil,Proxectos de edificación,IES Politécnico de Vigo,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Robótica colaborativa,IES Politécnico de Vigo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Sistemas electrotécnicos e automatizados,IES Politécnico de Vigo,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,IES Ricardo Mella,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica (quenda de tarde),IES Ricardo Mella,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Administración e xestión,Servizos administrativos,IES Ricardo Mella,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Administración e xestión,Servizos administrativos (quenda de tarde),IES Ricardo Mella,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalación e mantemento de sistemas conectados a internet (IoT),IES Ricardo Mella,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións de telecomunicacións,IES Ricardo Mella,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,IES Ricardo Mella,,,60,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,IES Ricardo Mella,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Asistencia á dirección,IES Ricardo Mella,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Ciberseguridade en contornos das tecnoloxías de operación,IES Ricardo Mella,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Imaxe para o diagnóstico e medicina nuclear,IES Ricardo Mella,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Mantemento electrónico,IES Ricardo Mella,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Sistemas de telecomunicacións e informáticos,IES Ricardo Mella,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Marítimo-pesqueira,Mantemento e control de maquinaria de buques e embarcacións,INSTITUTO Marítimo Pesqueiro do Atlántico,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Marítimo-pesqueira,Navegación e pesca de litoral,INSTITUTO Marítimo Pesqueiro do Atlántico,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Marítimo-pesqueira,Organización do mantemento de maquinaria de buques e embarcacións,INSTITUTO Marítimo Pesqueiro do Atlántico,,,44,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Marítimo-pesqueira,Transporte marítimo e pesca de altura,INSTITUTO Marítimo Pesqueiro do Atlántico,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,CPR Aloya,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Anatomía patolóxica e citodiagnóstico,CPR Aloya,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Asistencia á dirección,CPR Aloya,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Educación infantil,CPR Aloya,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Integración social,CPR Aloya,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Laboratorio clínico e biomédico,CPR Aloya,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Márketing e publicidade,CPR Aloya,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Transporte e loxística,CPR Aloya,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR CEBEM,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,CPR CEBEM,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Asistencia á dirección,CPR CEBEM,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións multiplataforma,CPR CEBEM,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Artes gráficas,Impresión gráfica,CPR Colegio Hogar Afundación,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións de telecomunicacións,CPR Colegio Hogar Afundación,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,CPR Colegio Hogar Afundación,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Mecanizado,CPR Colegio Hogar Afundación,,,40,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Artes gráficas,Preimpresión dixital,CPR Colegio Hogar Afundación,,,30,https://www.edu.xunta.gal/fp/oferta-fp
