Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
CPR Plurilingüe Vigo · Redondela,FP grao medio,Pontevedra,Redondela,CPR Plurilingüe Vigo,"CPR Plurilingüe Vigo, Redondela, Pontevedra, Galicia, España",,,Comercio e márketing | Electricidade e electrónica | Transporte e mantemento de vehículos,Oferta ordinaria,3,Actividades comerciais (Oferta ordinaria) || Electromecánica de vehículos automóbiles (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria),80,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Pedro Floriani · Redondela,FP grao medio,Pontevedra,Redondela,IES Pedro Floriani,"IES Pedro Floriani, Redondela, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Instalacións de telecomunicacións (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Chapela · Redondela,FP grao medio,Pontevedra,Redondela,IES de Chapela,"IES de Chapela, Redondela, Pontevedra, Galicia, España",,,Sanidade | Servizos socioculturais e á comunidade,Oferta modular | Oferta ordinaria,4,Atención a persoas en situación de dependencia (Oferta modular) || Atención a persoas en situación de dependencia (Oferta ordinaria) || Farmacia e parafarmacia (Oferta modular) || Farmacia e parafarmacia (Oferta ordinaria),47,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Salvaterra de Miño · Salvaterra de Miño,FP grao medio,Pontevedra,Salvaterra de Miño,IES de Salvaterra de Miño,"IES de Salvaterra de Miño, Salvaterra de Miño, Pontevedra, Galicia, España",,,Fabricación mecánica,Oferta ordinaria,1,Soldadura e caldeiraría (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Vilalonga · Sanxenxo,FP grao medio,Pontevedra,Sanxenxo,IES de Vilalonga,"IES de Vilalonga, Sanxenxo, Pontevedra, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,Oferta ordinaria,2,Electromecánica de vehículos automóbiles (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Pintor Colmeiro · Silleda,FP grao medio,Pontevedra,Silleda,IES Plurilingüe Pintor Colmeiro,"IES Plurilingüe Pintor Colmeiro, Silleda, Pontevedra, Galicia, España",,,Actividades físicas e deportivas | Comercio e márketing,Oferta ordinaria,2,Actividades comerciais (Oferta ordinaria) || Guía no medio natural e de tempo libre (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Antón Alonso Ríos · Tomiño,FP grao medio,Pontevedra,Tomiño,IES Antón Alonso Ríos,"IES Antón Alonso Ríos, Tomiño, Pontevedra, Galicia, España",,,Agraria | Electricidade e electrónica,Oferta ordinaria,2,Aproveitamento e conservación do medio natural (Oferta ordinaria) || Instalacións de telecomunicacións (Oferta ordinaria),44,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Indalecio Pérez Tizón · Tui,FP grao medio,Pontevedra,Tui,IES Indalecio Pérez Tizón,"IES Indalecio Pérez Tizón, Tui, Pontevedra, Galicia, España",,,Comercio e márketing | Electricidade e electrónica,Oferta ordinaria,2,Actividades comerciais (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe de Valga · Valga,FP grao medio,Pontevedra,Valga,IES Plurilingüe de Valga,"IES Plurilingüe de Valga, Valga, Pontevedra, Galicia, España",,,Fabricación mecánica,Oferta modular | Oferta ordinaria,2,Soldadura e caldeiraría (Oferta modular) || Soldadura e caldeiraría (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Audiovisual de Vigo · Vigo,FP grao medio,Pontevedra,Vigo,CIFP Audiovisual de Vigo,"CIFP Audiovisual de Vigo, Vigo, Pontevedra, Galicia, España",,,Imaxe e son,Oferta ordinaria,2,Vídeo disc-jockey e son (Oferta ordinaria) || Vídeo disc-jockey e son (quenda de tarde) (Oferta ordinaria),44,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Manuel Antonio · Vigo,FP grao medio,Pontevedra,Vigo,CIFP Manuel Antonio,"CIFP Manuel Antonio, Vigo, Pontevedra, Galicia, España",,,"Hostalaría e turismo | Industrias alimentarias | Química | Téxtil, confección e pel",Oferta ordinaria,8,"Cociña e gastronomía (Oferta ordinaria) || Cociña e gastronomía (quenda de tarde) (Oferta ordinaria) || Confección e moda (Oferta ordinaria) || Operacións de laboratorio (Oferta ordinaria) || Panadaría e bolaría artesanais (Oferta ordinaria) || Panadaría, repostaría e confeitaría (Oferta ordinaria) || Panadaría, repostaría e confeitaría (quenda de tarde) (Oferta ordinaria) || Servizos en restauración (Oferta ordinaria)",177,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Valentín Paz Andrade · Vigo,FP grao medio,Pontevedra,Vigo,CIFP Valentín Paz Andrade,"CIFP Valentín Paz Andrade, Vigo, Pontevedra, Galicia, España",,,"Fabricación mecánica | Instalación e mantemento | Madeira, moble e cortiza | Transporte e mantemento de vehículos",Oferta ordinaria,5,Carpintaría e moble (Oferta ordinaria) || Carrozaría (Oferta ordinaria) || Electromecánica de vehículos automóbiles (Oferta ordinaria) || Instalacións frigoríficas e de climatización (Oferta ordinaria) || Soldadura e caldeiraría (Oferta ordinaria),110,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR CEBEM · Vigo,FP grao medio,Pontevedra,Vigo,CPR CEBEM,"CPR CEBEM, Vigo, Pontevedra, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Xestión administrativa (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Colegio Hogar Afundación · Vigo,FP grao medio,Pontevedra,Vigo,CPR Colegio Hogar Afundación,"CPR Colegio Hogar Afundación, Vigo, Pontevedra, Galicia, España",,,Artes gráficas | Electricidade e electrónica | Fabricación mecánica,Oferta ordinaria,6,Impresión gráfica (Oferta ordinaria) || Instalacións de telecomunicacións (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria) || Mecanizado (Oferta ordinaria) || Preimpresión dixital (Oferta ordinaria) || Soldadura e caldeiraría (Oferta ordinaria),170,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Daniel Castelao · Vigo,FP grao medio,Pontevedra,Vigo,CPR Daniel Castelao,"CPR Daniel Castelao, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica | Informática e comunicacións,Oferta ordinaria,3,Instalacións eléctricas e automáticas (Oferta ordinaria) || Sistemas microinformáticos e redes (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),90,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Divino Maestro · Vigo,FP grao medio,Pontevedra,Vigo,CPR Divino Maestro,"CPR Divino Maestro, Vigo, Pontevedra, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Xestión administrativa (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR FP Montecastelo · Vigo,FP grao medio,Pontevedra,Vigo,CPR FP Montecastelo,"CPR FP Montecastelo, Vigo, Pontevedra, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións,Oferta ordinaria,2,Instalacións eléctricas e automáticas (Oferta ordinaria) || Sistemas microinformáticos e redes (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Fillas de María Inmaculada · Vigo,FP grao medio,Pontevedra,Vigo,CPR Fillas de María Inmaculada,"CPR Fillas de María Inmaculada, Vigo, Pontevedra, Galicia, España",,,Comercio e márketing | Servizos socioculturais e á comunidade,Oferta ordinaria,2,Actividades comerciais (Oferta ordinaria) || Atención a persoas en situación de dependencia (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Mendiño · Vigo,FP grao medio,Pontevedra,Vigo,CPR Mendiño,"CPR Mendiño, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Comercio e márketing,Oferta ordinaria,2,Actividades comerciais (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe Padre Míguez · Vigo,FP grao medio,Pontevedra,Vigo,CPR Plurilingüe Padre Míguez,"CPR Plurilingüe Padre Míguez, Vigo, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Sistemas microinformáticos e redes (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR San Miguel · Vigo,FP grao medio,Pontevedra,Vigo,CPR San Miguel,"CPR San Miguel, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Instalacións de telecomunicacións (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Vivas · Vigo,FP grao medio,Pontevedra,Vigo,CPR Vivas,"CPR Vivas, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Sanidade,Oferta ordinaria,2,Farmacia e parafarmacia (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Guía · Vigo,FP grao medio,Pontevedra,Vigo,IES A Guía,"IES A Guía, Vigo, Pontevedra, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Actividades comerciais (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Politécnico de Vigo · Vigo,FP grao medio,Pontevedra,Vigo,IES Politécnico de Vigo,"IES Politécnico de Vigo, Vigo, Pontevedra, Galicia, España",,,Electricidade e electrónica | Fabricación mecánica | Instalación e mantemento,Oferta ordinaria,3,Instalacións eléctricas e automáticas (Oferta ordinaria) || Mantemento electromecánico (Oferta ordinaria) || Mecanizado (Oferta ordinaria),66,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ricardo Mella · Vigo,FP grao medio,Pontevedra,Vigo,IES Ricardo Mella,"IES Ricardo Mella, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,3,Instalación e mantemento de sistemas conectados a internet (IoT) (Oferta ordinaria) || Instalacións de telecomunicacións (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),102,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Teis · Vigo,FP grao medio,Pontevedra,Vigo,IES de Teis,"IES de Teis, Vigo, Pontevedra, Galicia, España",,,Imaxe persoal | Informática e comunicacións,Oferta ordinaria,4,Estética e beleza (Oferta ordinaria) || Peiteado e cosmética capilar (Oferta ordinaria) || Sistemas microinformáticos e redes (Oferta ordinaria) || Sistemas microinformáticos e redes (quenda de tarde) (Oferta ordinaria),104,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
INSTITUTO Marítimo Pesqueiro do Atlántico · Vigo,FP grao medio,Pontevedra,Vigo,INSTITUTO Marítimo Pesqueiro do Atlántico,"INSTITUTO Marítimo Pesqueiro do Atlántico, Vigo, Pontevedra, Galicia, España",,,Marítimo-pesqueira,Oferta ordinaria,2,Mantemento e control de maquinaria de buques e embarcacións (Oferta ordinaria) || Navegación e pesca de litoral (Oferta ordinaria),44,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Marco do Camballón · Vila de Cruces,FP grao medio,Pontevedra,Vila de Cruces,IES Marco do Camballón,"IES Marco do Camballón, Vila de Cruces, Pontevedra, Galicia, España",,,Fabricación mecánica | Servizos socioculturais e á comunidade,Oferta ordinaria,2,Atención a persoas en situación de dependencia (Oferta ordinaria) || Soldadura e caldeiraría (Oferta ordinaria),47,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Fontecarmoa · Vilagarcía de Arousa,FP grao medio,Pontevedra,Vilagarcía de Arousa,CIFP Fontecarmoa,"CIFP Fontecarmoa, Vilagarcía de Arousa, Pontevedra, Galicia, España",,,Comercio e márketing | Electricidade e electrónica | Industrias alimentarias | Instalación e mantemento | Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,Oferta ordinaria,7,Actividades comerciais (Oferta ordinaria) || Atención a persoas en situación de dependencia (Oferta ordinaria) || Comercialización de produtos alimentarios (quenda de tarde) (Oferta ordinaria) || Elaboración de produtos alimentarios (Oferta ordinaria) || Electromecánica de vehículos automóbiles (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria) || Mantemento electromecánico (Oferta ordinaria),165,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Armando Cotarelo Valledor · Vilagarcía de Arousa,FP grao medio,Pontevedra,Vilagarcía de Arousa,IES Armando Cotarelo Valledor,"IES Armando Cotarelo Valledor, Vilagarcía de Arousa, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,2,Sistemas microinformáticos e redes (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
