Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
CEE María Mariño · A Coruña,FP,A Coruña,A Coruña,CEE María Mariño,"CEE María Mariño, A Coruña, A Coruña, Galicia, España",,,Agraria | Artes gráficas | Hostalaría e turismo,Programas formativos básicos,4,PFB de Cociña (Programas formativos básicos) || PFB de Lavandaría (Programas formativos básicos) || PFB de Reprografía (Programas formativos básicos) || PFB de Xardinaría e viveirismo (Programas formativos básicos),72,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CEE Nosa Señora do Rosario · A Coruña,FP,A Coruña,A Coruña,CEE Nosa Señora do Rosario,"CEE Nosa Señora do Rosario, A Coruña, A Coruña, Galicia, España",,,Imaxe persoal | Servizos socioculturais e á comunidade,Programas formativos básicos,4,PFB de Actividades domésticas (Programas formativos básicos) || PFB de Estética (Programas formativos básicos) || PFB de Limpeza de edificios (Programas formativos básicos) || PFB de Peiteado (Programas formativos básicos),72,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Paseo das Pontes · A Coruña,FP,A Coruña,A Coruña,CIFP Paseo das Pontes,"CIFP Paseo das Pontes, A Coruña, A Coruña, Galicia, España",,,"Hostalaría e turismo | Téxtil, confección e pel",FP básica,3,Aloxamento e lavandaría (FP básica) || Arranxos e reparación de artigos téxtiles e de pel (FP básica) || Tapizaría e cortinaxe (FP básica),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Someso · A Coruña,FP,A Coruña,A Coruña,CIFP Someso,"CIFP Someso, A Coruña, A Coruña, Galicia, España",,,"Edificación e obra civil | Fabricación mecánica | Imaxe persoal | Madeira, moble e cortiza | Transporte e mantemento de vehículos",FP básica,5,Carpintaría e moble (FP básica) || Fabricación e montaxe (FP básica) || Mantemento de vehículos (FP básica) || Peiteado e estética (FP básica) || Reforma e mantemento de edificios (FP básica),108,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Fernando Wirtz Suárez · A Coruña,FP,A Coruña,A Coruña,IES Fernando Wirtz Suárez,"IES Fernando Wirtz Suárez, A Coruña, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática e comunicacións (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ramón Menéndez Pidal · A Coruña,FP,A Coruña,A Coruña,IES Ramón Menéndez Pidal,"IES Ramón Menéndez Pidal, A Coruña, A Coruña, Galicia, España",,,"Artes gráficas | Comercio e márketing | Fabricación mecánica | Madeira, moble e cortiza",FP básica,4,Artes gráficas (FP básica) || Carpintaría e moble (FP básica) || Fabricación e montaxe (FP básica) || Servizos comerciais (FP básica),72,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Urbano Lugrís · A Coruña,FP,A Coruña,A Coruña,IES Urbano Lugrís,"IES Urbano Lugrís, A Coruña, A Coruña, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións,FP básica,2,Electricidade e electrónica (FP básica) || Informática de oficina (FP básica),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Divino Maestro · A Pobra do Caramiñal,FP,A Coruña,A Pobra do Caramiñal,CPR Divino Maestro,"CPR Divino Maestro, A Pobra do Caramiñal, A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe de Ames · Ames,FP,A Coruña,Ames,IES Plurilingüe de Ames,"IES Plurilingüe de Ames, Ames, A Coruña, Galicia, España",,,Agraria | Imaxe persoal,FP básica,2,Agroxardinaría e composicións florais (FP básica) || Peiteado e estética (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Agarimo · Arteixo,FP,A Coruña,Arteixo,CPR Agarimo,"CPR Agarimo, Arteixo, A Coruña, Galicia, España",,,"Agraria | Hostalaría e turismo | Madeira, moble e cortiza",FP básica,3,Agroxardinaría e composicións florais (FP básica) || Carpintaría e moble (FP básica) || Cociña e restauración (FP básica),60,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Sabón · Arteixo,FP,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Electricidade e electrónica | Hostalaría e turismo,FP básica | FP básica para persoas adultas,4,Actividades de panadaría e pastelaría (FP básica) || Cociña e restauración (FP básica para persoas adultas) || Cociña e restauración (FP básica) || Electricidade e electrónica (FP básica),72,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf | i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Arzúa · Arzúa,FP,A Coruña,Arzúa,IES de Arzúa,"IES de Arzúa, Arzúa, A Coruña, Galicia, España",,,Administración e xestión | Agraria,FP básica,2,Agroxardinaría e composicións florais (FP básica) || Servizos administrativos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Castro da Uz · As Pontes de García Rodríguez,FP,A Coruña,As Pontes de García Rodríguez,IES Plurilingüe Castro da Uz,"IES Plurilingüe Castro da Uz, As Pontes de García Rodríguez, A Coruña, Galicia, España",,,Informática e comunicacións | Transporte e mantemento de vehículos,FP básica,2,Informática de oficina (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES As Mariñas · Betanzos,FP,A Coruña,Betanzos,IES As Mariñas,"IES As Mariñas, Betanzos, A Coruña, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,FP básica,2,Mantemento de vehículos (FP básica) || Servizos administrativos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Espiñeira · Boiro,FP,A Coruña,Boiro,IES Espiñeira,"IES Espiñeira, Boiro, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática e comunicacións (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CPR Aula Nosa · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Aula Nosa,"CPR Aula Nosa, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CPR Nebrija Torre de Hércules · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Nebrija Torre de Hércules,"CPR Nebrija Torre de Hércules, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Administración e xestión | Comercio e márketing | Informática e comunicacións,FP básica,3,Informática e comunicacións (FP básica) || Servizos administrativos (FP básica) || Servizos comerciais (FP básica),60,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CPR Plurilingüe La Grande Obra de Atocha · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Plurilingüe La Grande Obra de Atocha,"CPR Plurilingüe La Grande Obra de Atocha, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Agra de Leborís · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Agra de Leborís,"IES Agra de Leborís, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Imaxe persoal,FP básica,1,Peiteado e estética (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES de Ortigueira · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES de Ortigueira,"IES de Ortigueira, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,"Madeira, moble e cortiza",FP básica,1,Carpintaría e moble (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Afonso X O Sabio · Cambre,FP,A Coruña,Cambre,IES Afonso X O Sabio,"IES Afonso X O Sabio, Cambre, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Isidro Parga Pondal · Carballo,FP,A Coruña,Carballo,IES Isidro Parga Pondal,"IES Isidro Parga Pondal, Carballo, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Monte Neme · Carballo,FP,A Coruña,Carballo,IES Monte Neme,"IES Monte Neme, Carballo, A Coruña, Galicia, España",,,Electricidade e electrónica | Fabricación mecánica | Hostalaría e turismo,FP básica | FP básica para persoas adultas,4,Cociña e restauración (FP básica para persoas adultas) || Cociña e restauración (FP básica) || Electricidade e electrónica (FP básica) || Fabricación e montaxe (FP básica),72,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf | i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Punta Candieira · Cedeira,FP,A Coruña,Cedeira,IES Punta Candieira,"IES Punta Candieira, Cedeira, A Coruña, Galicia, España",,,Comercio e márketing | Electricidade e electrónica,FP básica,2,Electricidade e electrónica (FP básica) || Servizos comerciais (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Fernando Blanco · Cee,FP,A Coruña,Cee,IES Fernando Blanco,"IES Fernando Blanco, Cee, A Coruña, Galicia, España",,,Electricidade e electrónica | Transporte e mantemento de vehículos,FP básica,2,Electricidade e electrónica (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Universidade Laboral · Culleredo,FP,A Coruña,Culleredo,CIFP Universidade Laboral,"CIFP Universidade Laboral, Culleredo, A Coruña, Galicia, España",,,Actividades físicas e deportivas | Electricidade e electrónica | Fabricación mecánica | Transporte e mantemento de vehículos,FP básica,5,Acceso e conservación en instalacións deportivas (FP básica) || Electricidade e electrónica (FP básica) || Fabricación e montaxe (FP básica) || Instalacións electrotécnicas e mecánica (FP básica) || Mantemento de embarcacións deportivas e de recreo (FP básica),90,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Curtis · Curtis,FP,A Coruña,Curtis,IES de Curtis,"IES de Curtis, Curtis, A Coruña, Galicia, España",,,Informática e comunicacións | Transporte e mantemento de vehículos,FP básica,2,Informática de oficina (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Fene · Fene,FP,A Coruña,Fene,IES de Fene,"IES de Fene, Fene, A Coruña, Galicia, España",,,Fabricación mecánica | Transporte e mantemento de vehículos,FP básica,2,Fabricación e montaxe (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CEE Terra de Ferrol · Ferrol,FP,A Coruña,Ferrol,CEE Terra de Ferrol,"CEE Terra de Ferrol, Ferrol, A Coruña, Galicia, España",,,Agraria | Hostalaría e turismo,Programas formativos básicos,2,PFB de Servizos de restauración (Programas formativos básicos) || PFB de Xardinaría e viveirismo (Programas formativos básicos),36,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Ferrolterra · Ferrol,FP,A Coruña,Ferrol,CIFP Ferrolterra,"CIFP Ferrolterra, Ferrol, A Coruña, Galicia, España",,,"Electricidade e electrónica | Madeira, moble e cortiza | Transporte e mantemento de vehículos",FP básica | FP básica para persoas adultas,3,Carpintaría e moble (FP básica) || Electricidade e electrónica (FP básica) || Mantemento de vehículos (FP básica para persoas adultas),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf | i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Leixa · Ferrol,FP,A Coruña,Ferrol,CIFP Leixa,"CIFP Leixa, Ferrol, A Coruña, Galicia, España",,,Artes gráficas,FP básica,1,Artes gráficas (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Rodolfo Ucha Piñeiro · Ferrol,FP,A Coruña,Ferrol,CIFP Rodolfo Ucha Piñeiro,"CIFP Rodolfo Ucha Piñeiro, Ferrol, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ricardo Carvalho Calero · Ferrol,FP,A Coruña,Ferrol,IES Ricardo Carvalho Calero,"IES Ricardo Carvalho Calero, Ferrol, A Coruña, Galicia, España",,,Imaxe persoal,FP básica,1,Peiteado e estética (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Catabois · Ferrol,FP,A Coruña,Ferrol,IES de Catabois,"IES de Catabois, Ferrol, A Coruña, Galicia, España",,,Comercio e márketing,Programas formativos básicos,2,PFB de Almacén (Programas formativos básicos) || PFB de Comercio (Programas formativos básicos),36,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Melide · Melide,FP,A Coruña,Melide,IES de Melide,"IES de Melide, Melide, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",FP básica,1,Carpintaría e moble (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Mugardos · Mugardos,FP,A Coruña,Mugardos,IES de Mugardos,"IES de Mugardos, Mugardos, A Coruña, Galicia, España",,,Agraria,FP básica,1,Agroxardinaría e composicións florais (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Fontexería · Muros,FP,A Coruña,Muros,IES Plurilingüe Fontexería,"IES Plurilingüe Fontexería, Muros, A Coruña, Galicia, España",,,Electricidade e electrónica,FP básica,1,Electricidade e electrónica (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ramón Caamaño · Muxía,FP,A Coruña,Muxía,IES Ramón Caamaño,"IES Ramón Caamaño, Muxía, A Coruña, Galicia, España",,,Hostalaría e turismo,FP básica para persoas adultas,1,Cociña e restauración (FP básica para persoas adultas),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Santiago Apóstol · Narón,FP,A Coruña,Narón,CPR Santiago Apóstol,"CPR Santiago Apóstol, Narón, A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Trasancos · Narón,FP,A Coruña,Narón,IES Terra de Trasancos,"IES Terra de Trasancos, Narón, A Coruña, Galicia, España",,,Comercio e márketing | Electricidade e electrónica,FP básica,2,Electricidade e electrónica (FP básica) || Servizos comerciais (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Xulián Magariños · Negreira,FP,A Coruña,Negreira,IES Xulián Magariños,"IES Xulián Magariños, Negreira, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Campo de San Alberto · Noia,FP,A Coruña,Noia,IES Campo de San Alberto,"IES Campo de San Alberto, Noia, A Coruña, Galicia, España",,,Electricidade e electrónica,FP básica,1,Electricidade e electrónica (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES María Casares · Oleiros,FP,A Coruña,Oleiros,IES María Casares,"IES María Casares, Oleiros, A Coruña, Galicia, España",,,Electricidade e electrónica,FP básica,1,Electricidade e electrónica (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ordes · Ordes,FP,A Coruña,Ordes,IES Ordes,"IES Ordes, Ordes, A Coruña, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,FP básica,2,Mantemento de vehículos (FP básica) || Servizos administrativos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Macías o Namorado · Padrón,FP,A Coruña,Padrón,IES Macías o Namorado,"IES Macías o Namorado, Padrón, A Coruña, Galicia, España",,,Administración e xestión | Electricidade e electrónica,FP básica,2,Electricidade e electrónica (FP básica) || Servizos administrativos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Eduardo Pondal · Ponteceso,FP,A Coruña,Ponteceso,IES Eduardo Pondal,"IES Eduardo Pondal, Ponteceso, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,FP básica,2,Actividades domésticas e limpeza de edificios (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Fraga do Eume · Pontedeume,FP,A Coruña,Pontedeume,CIFP Fraga do Eume,"CIFP Fraga do Eume, Pontedeume, A Coruña, Galicia, España",,,Hostalaría e turismo,FP básica,1,Cociña e restauración (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Félix Muriel · Rianxo,FP,A Coruña,Rianxo,IES Félix Muriel,"IES Félix Muriel, Rianxo, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade,FP básica,1,Actividades domésticas e limpeza de edificios (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Coroso · Ribeira,FP,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Hostalaría e turismo | Industrias alimentarias | Transporte e mantemento de vehículos,FP básica | FP básica para persoas adultas,3,Cociña e restauración (FP básica para persoas adultas) || Industrias alimentarias (FP básica) || Mantemento de vehículos (FP básica),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf | i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Leliadoura · Ribeira,FP,A Coruña,Ribeira,IES Leliadoura,"IES Leliadoura, Ribeira, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática e comunicacións (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Xallas · Santa Comba,FP,A Coruña,Santa Comba,IES Terra de Xallas,"IES Terra de Xallas, Santa Comba, A Coruña, Galicia, España",,,Hostalaría e turismo | Transporte e mantemento de vehículos,FP básica,2,Cociña e restauración (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CEE Manuel López Navalón · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,CEE Manuel López Navalón,"CEE Manuel López Navalón, Santiago de Compostela, A Coruña, Galicia, España",,,"Agraria | Hostalaría e turismo | Imaxe persoal | Madeira, moble e cortiza | Téxtil, confección e pel | Vidro e cerámica",Programas formativos básicos,7,PFB de Carpintaría (Programas formativos básicos) || PFB de Cerámica (Programas formativos básicos) || PFB de Costura (Programas formativos básicos) || PFB de Lavandaría (Programas formativos básicos) || PFB de Peiteado (Programas formativos básicos) || PFB de Producións agrícolas (Programas formativos básicos) || PFB de Servizos de restauración (Programas formativos básicos),126,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Compostela · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,CIFP Compostela,"CIFP Compostela, Santiago de Compostela, A Coruña, Galicia, España",,,Artes gráficas | Hostalaría e turismo,FP básica,3,Aloxamento e lavandaría (FP básica) || Artes gráficas (FP básica) || Cociña e restauración (FP básica),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Politécnico de Santiago · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,CIFP Politécnico de Santiago,"CIFP Politécnico de Santiago, Santiago de Compostela, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",FP básica,1,Carpintaría e moble (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Pontepedriña · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,IES A Pontepedriña,"IES A Pontepedriña, Santiago de Compostela, A Coruña, Galicia, España",,,Comercio e márketing,FP básica,1,Servizos comerciais (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Arcebispo Xelmírez I · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,IES Arcebispo Xelmírez I,"IES Arcebispo Xelmírez I, Santiago de Compostela, A Coruña, Galicia, España",,,Actividades físicas e deportivas | Informática e comunicacións,FP básica,2,Acceso e conservación en instalacións deportivas (FP básica) || Informática de oficina (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES As Fontiñas · Santiago de Compostela,FP,A Coruña,Santiago de Compostela,IES As Fontiñas,"IES As Fontiñas, Santiago de Compostela, A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
