Tipo,Nivel,Modalidade,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familia_ou_rama,Codigo_estudo,Nome_do_estudo,Prazas,Fonte
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP de Coia,"CIFP de Coia, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Instalación e mantemento,D3IMA000300,Mecatrónica industrial,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Manuel Antonio,"CIFP Manuel Antonio, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Hostalaría e turismo,D2HOT00010,Cociña e gastronomía,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Manuel Antonio,"CIFP Manuel Antonio, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,"Téxtil, confección e pel",D2TCP000100,Confección e moda,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Hostalaría e turismo,Y2HOT00060,Servizos en bar e cafetaría,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Sanidade,D3SAN00060,Anatomía patolóxica e citodiagnóstico,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Sanidade,D3SAN000100,Audioloxía protésica,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Química,D3QUI000300,"Fabricación de produtos farmacéuticos, biotecnolóxicos e afíns",,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Sanidade,D3SAN00050,Laboratorio clínico e biomédico,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Química,D3QUI000100,Laboratorio de análise e de control de calidade,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Transporte e mantemento de vehículos,D2TMV00020,Electromecánica de vehículos automóbiles,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,"Madeira, moble e cortiza",D2MAM00020,Instalación e amoblamento,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Instalación e mantemento,D2IMA000100,Instalacións frigoríficas e de climatización,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Transporte e mantemento de vehículos,Y2TMV00050,Mantemento dos sistemas de forza e trens de rodaxe referente a vehículos automóbiles,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Transporte e mantemento de vehículos,Y2TMV00010,"Preparación, protección e embelecemento de superficies de carrozarías",,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Fabricación mecánica,D2FME00020,Soldadura e caldeiraría,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Transporte e mantemento de vehículos,D3TMV00010,Automoción,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Fabricación mecánica,D3FME00030,Deseño en fabricación mecánica,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Fabricación mecánica,D3FME00040,Programación da produción en moldeamento de metais e polímeros,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES de Teis,"IES de Teis, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Imaxe persoal,D2IMP000100,Estética e beleza,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES de Teis,"IES de Teis, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Imaxe persoal,D2IMP000200,Peiteado e cosmética capilar,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Imaxe persoal,D3IMP000300,Asesoría de imaxe persoal e corporativa,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Imaxe persoal,D3IMP000400,Caracterización e maquillaxe profesional,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Informática e comunicacións,D3IFC000200,Desenvolvemento de aplicacións multiplataforma,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Imaxe persoal,D3IMP000100,Estética integral e benestar,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Politécnico de Vigo,"IES Politécnico de Vigo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica,D2ELE000100,Instalacións eléctricas e automáticas,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Politécnico de Vigo,"IES Politécnico de Vigo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Fabricación mecánica,D2FME000100,Mecanizado,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Politécnico de Vigo,"IES Politécnico de Vigo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica,D3ELE000300,Automatización e robótica industrial,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Fabricación mecánica,D3FME000100,Programación da produción en fabricación mecánica,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica,D3ELE000100,Sistemas electrotécnicos e automatizados,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Sanidade,D2SAN000200,Farmacia e parafarmacia,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica,D2ELE000200,Instalacións de telecomunicacións,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Administración e xestión,D3ADG00010,Administración e finanzas,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica,D3ELE000200,Sistemas de telecomunicacións e informáticos,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Armando Cotarelo Valledor,"IES Armando Cotarelo Valledor, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Administración e xestión,D2ADG00010,Xestión administrativa,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP básica,FP básica,Oferta ordinaria,A Coruña,Ames,IES Plurilingüe de Ames,"IES Plurilingüe de Ames, Ames, A Coruña, Galicia, España",,,Agraria,D1AGA001100,Agroxardinaría e composicións florais,18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP básica,FP básica,Oferta ordinaria,A Coruña,Ames,IES Plurilingüe de Ames,"IES Plurilingüe de Ames, Ames, A Coruña, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP grao medio,FP grao medio,Oferta ordinaria,A Coruña,Ames,IES Plurilingüe de Ames,"IES Plurilingüe de Ames, Ames, A Coruña, Galicia, España",,,Informática e comunicacións,D2IFC000100,Sistemas microinformáticos e redes,30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP básica,FP básica,Oferta ordinaria,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001300,Actividades de panadaría e pastelaría,18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP básica,FP básica,Oferta ordinaria,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP básica,FP básica,Oferta ordinaria,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP grao medio,FP grao medio,Oferta ordinaria,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Actividades físicas e deportivas,D2AFD000200,Guía no medio natural e de tempo libre,22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP grao medio,FP grao medio,Oferta ordinaria,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Electricidade e electrónica,D2ELE000100,Instalacións eléctricas e automáticas,22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP grao medio,FP grao medio,Oferta ordinaria,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Administración e xestión,D2ADG000100,Xestión administrativa,30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP grao superior,FP grao superior,Oferta ordinaria,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Administración e xestión,D3ADG000100,Administración e finanzas,30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP básica,FP básica,Oferta ordinaria,A Coruña,Arteixo,CPR Agarimo,"CPR Agarimo, Arteixo, A Coruña, Galicia, España",,,Agraria,D1AGA001100,Agroxardinaría e composicións florais,20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
FP básica,FP básica,Oferta ordinaria,A Coruña,Arteixo,CPR Agarimo,"CPR Agarimo, Arteixo, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf
