Tipo,Nivel,Modalidade,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familia_ou_rama,Codigo_estudo,Nome_do_estudo,Prazas,Fonte
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES A Sardiñeira,"IES A Sardiñeira, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Química,D3QUI000100,Laboratorio de análise e de control de calidade,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Universidade Laboral,"CIFP Universidade Laboral, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Instalación e mantemento,D2IMA000200,Instalacións de produción de calor,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Universidade Laboral,"CIFP Universidade Laboral, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Instalación e mantemento,D2IMA000100,Instalacións frigoríficas e de climatización,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Universidade Laboral,"CIFP Universidade Laboral, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Enerxía e auga,D3ENA00020,Enerxías renovables,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Universidade Laboral,"CIFP Universidade Laboral, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Actividades físicas e deportivas,D3AFD000100,Ensinanza e animación sociodeportiva,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Marítimo-pesqueira,D3MAP00020,Transporte marítimo e pesca de altura,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,Fene,IES de Fene,"IES de Fene, Fene, A Coruña, Galicia, España",,,Instalación e mantemento,D2IMA000300,Mantemento electromecánico,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,Ferrol,CIFP Ferrolterra,"CIFP Ferrolterra, Ferrol, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D2TMV00020,Electromecánica de vehículos automóbiles,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Fabricación mecánica,Y2FME000300,Fabricación de tubaxes e construcións e carpintaría metálica,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Fabricación mecánica,Y2FME000500,Montaxe de instalacións de tubaxes e construcións e carpintaría metálica,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Fabricación mecánica,D3FME000100,Programación da produción en fabricación mecánica,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Electricidade e electrónica,D3ELE000100,Sistemas electrotécnicos e automatizados,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Leixa,"CIFP Leixa, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Sanidade,D2SAN000100,Emerxencias sanitarias,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Sanidade,D3SAN00090,Hixiene bucodental,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,Pontedeume,CIFP Fraga do Eume,"CIFP Fraga do Eume, Pontedeume, A Coruña, Galicia, España",,,Hostalaría e turismo,D2HOT00010,Cociña e gastronomía,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Hostalaría e turismo,Y2HOT00020,Repostaría en restauración,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Instalación e mantemento,D2IMA000100,Instalacións frigoríficas e de climatización,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Industrias alimentarias,Y3INA000600,Control de calidade na industria alimentaria,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Industrias alimentarias,Y3INA000800,Xestión loxística e comercial na industria alimentaria,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,Santiago de Compostela,CIFP Compostela,"CIFP Compostela, Santiago de Compostela, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade,D2SSC000100,Atención a persoas en situación de dependencia,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Hostalaría e turismo,D2HOT00010,Cociña e gastronomía,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Artes gráficas,D3ARG000100,Deseño e xestión da produción gráfica,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Hostalaría e turismo,D3HOT00040,Dirección de cociña,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Politécnico de Santiago,"CIFP Politécnico de Santiago, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Fabricación mecánica,Y2FME000500,Montaxe de instalacións de tubaxes e construcións e carpintaría metálica,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Politécnico de Santiago,"CIFP Politécnico de Santiago, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Química,D3QUI000100,Laboratorio de análise e de control de calidade,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Santiago,"CIFP Santiago, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Agraria,D3AGA00010,Xestión forestal e do medio natural,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Arcebispo Xelmírez I,"IES Arcebispo Xelmírez I, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Imaxe e son,D2IMS000100,Vídeo disc-jockey e son,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Lamas de Abade,"IES Lamas de Abade, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Sanidade,D2SAN000100,Emerxencias sanitarias,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Lamas de Abade,"IES Lamas de Abade, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Sanidade,D3SAN00050,Laboratorio clínico e biomédico,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Lugo,Foz,IES de Foz,"IES de Foz, Foz, Lugo, Galicia, España",,,Hostalaría e turismo,D2HOT00010,Cociña e gastronomía,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Politécnico de Lugo,"CIFP Politécnico de Lugo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,"Madeira, moble e cortiza",D2MAM00010,Carpintaría e moble,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Politécnico de Lugo,"CIFP Politécnico de Lugo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Sanidade,D2SAN000100,Emerxencias sanitarias,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Electricidade e electrónica,D2ELE000100,Instalacións eléctricas e automáticas,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Servizos socioculturais e á comunidade,D3SSC000100,Educación infantil,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Lucus Augusti,"IES Lucus Augusti, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Química,D3QUI000100,Laboratorio de análise e de control de calidade,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Muralla Romana,"IES Muralla Romana, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Informática e comunicacións,D2IFC000100,Sistemas microinformáticos e redes,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Informática e comunicacións,D3IFC000300,Desenvolvemento de aplicacións web,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Sanxillao,"IES Sanxillao, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Hostalaría e turismo,D3HOT00050,Dirección de servizos de restauración,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Lugo,Monforte de Lemos,IES A Pinguela,"IES A Pinguela, Monforte de Lemos, Lugo, Galicia, España",,,Administración e xestión,D3ADG00020,Asistencia á dirección,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Río Cabe,"IES Río Cabe, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Hostalaría e turismo,D3HOT00030,"Guía, información e asistencia turísticas",,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Lugo,Outeiro de Rei,EPAPU de Bonxe,"EPAPU de Bonxe, Outeiro de Rei, Lugo, Galicia, España",,,"Madeira, moble e cortiza",D2MAM00010,Carpintaría e moble,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Lugo,Ribadeo,CIFP Porta da Auga,"CIFP Porta da Auga, Ribadeo, Lugo, Galicia, España",,,Edificación e obra civil,D2EOC00020,"Obras de interior, decoración e rehabilitación",,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Transporte e mantemento de vehículos,Y2TMV00010,"Preparación, protección e embelecemento de superficies de carrozarías",,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Electricidade e electrónica,D3ELE000100,Sistemas electrotécnicos e automatizados,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Lugo,Sarria,IES Gregorio Fernández,"IES Gregorio Fernández, Sarria, Lugo, Galicia, España",,,Electricidade e electrónica,D3ELE000200,Sistemas de telecomunicacións e informáticos,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Administración e xestión,D2ADG00010,Xestión administrativa,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Ourense,O Barco de Valdeorras,IES Lauro Olmo,"IES Lauro Olmo, O Barco de Valdeorras, Ourense, Galicia, España",,,Servizos socioculturais e á comunidade,D2SSC000100,Atención a persoas en situación de dependencia,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Ourense,Carballeda de Valdeorras,IES Sección de Sobradelo-Carballeda,"IES Sección de Sobradelo-Carballeda, Carballeda de Valdeorras, Ourense, Galicia, España",,,Edificación e obra civil,D2EOC000100,Construción,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Sanidade,D2SAN000100,Emerxencias sanitarias,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Sanidade,D3SAN00060,Anatomía patolóxica e citodiagnóstico,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP A Farixa,"CIFP A Farixa, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Enerxía e auga,Y3ENA000600,Organización e proxectos de instalacións solares fotovoltaicas,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP A Farixa,"CIFP A Farixa, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Enerxía e auga,Y3ENA000200,Organización e proxectos de instalacións solares térmicas,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Carlos Casares,"IES Carlos Casares, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Servizos socioculturais e á comunidade,D2SSC000100,Atención a persoas en situación de dependencia,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,A Lama,A Lama,"A Lama, A Lama, Pontevedra, Galicia, España",,,Fabricación mecánica,D2FME00020,Soldadura e caldeiraría,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,Marín,IES Chan do Monte,"IES Chan do Monte, Marín, Pontevedra, Galicia, España",,,Informática e comunicacións,D2IFC000100,Sistemas microinformáticos e redes,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,Marín,IES Chan do Monte,"IES Chan do Monte, Marín, Pontevedra, Galicia, España",,,Informática e comunicacións,D3IFC000300,Desenvolvemento de aplicacións web,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,Nigrán,IES Escolas Proval,"IES Escolas Proval, Nigrán, Pontevedra, Galicia, España",,,Administración e xestión,D2ADG00010,Xestión administrativa,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,Ponteareas,CIFP A Granxa,"CIFP A Granxa, Ponteareas, Pontevedra, Galicia, España",,,Agraria,D3AGA00020,Paisaxismo e medio rural,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Industrias alimentarias,D3INA000200,Procesos e calidade na industria alimentaria,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP,FP,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Transporte e mantemento de vehículos,D3TMV00010,Automoción,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Hostalaría e turismo,Y2HOT00040,Servizos en restaurante,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Sanidade,D2SAN000100,Emerxencias sanitarias,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Artes gráficas,D3ARG00020,Deseño e edición de publicacións impresas e multimedia,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica,D2ELE000100,Instalacións eléctricas e automáticas,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Imaxe persoal,D2IMP000200,Peiteado e cosmética capilar,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Sanidade,D3SAN00050,Laboratorio clínico e biomédico,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,Redondela,IES de Chapela,"IES de Chapela, Redondela, Pontevedra, Galicia, España",,,Servizos socioculturais e á comunidade,D2SSC000100,Atención a persoas en situación de dependencia,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,Redondela,IES de Chapela,"IES de Chapela, Redondela, Pontevedra, Galicia, España",,,Sanidade,D2SAN000200,Farmacia e parafarmacia,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,Valga,IES Plurilingüe de Valga,"IES Plurilingüe de Valga, Valga, Pontevedra, Galicia, España",,,Fabricación mecánica,D2FME00020,Soldadura e caldeiraría,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,Vigo,CIFP Audiovisual de Vigo,"CIFP Audiovisual de Vigo, Vigo, Pontevedra, Galicia, España",,,Imaxe e son,D3IMS000500,"Iluminación, captación e tratamento de imaxe",,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,Vigo,CIFP Audiovisual de Vigo,"CIFP Audiovisual de Vigo, Vigo, Pontevedra, Galicia, España",,,Imaxe e son,D3IMS000100,Produción de audiovisuais e espectáculos,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,Vigo,CIFP Audiovisual de Vigo,"CIFP Audiovisual de Vigo, Vigo, Pontevedra, Galicia, España",,,Imaxe e son,D3IMS000200,Realización de proxectos audiovisuais e espectáculos,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao medio,FP grao medio,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP de Coia,"CIFP de Coia, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Instalación e mantemento,D2IMA000300,Mantemento electromecánico,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
FP grao superior,FP grao superior,Oferta modular,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP de Coia,"CIFP de Coia, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica,D3ELE000300,Automatización e robótica industrial,,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf
